structure_id,slab_num,well_id,slab_type,structure_acronym,structure_name,polygon_id,mri_voxel_x,mri_voxel_y,mri_voxel_z,mni_x,mni_y,mni_z,donor,sample
4322,13,2386,CX,Cl,"claustrum, left",73224,121,110,73,-29.3,0.1,-21.4,donor9861,donor9861_sample_785
4260,18,2355,CX,S,"subiculum, right",64893,73,105,107,20.5,-32.9,-8.4,donor9861,donor9861_sample_786
4265,18,2315,CX,CA3,"CA3 field, right",64891,63,103,107,31.1,-32.1,-6,donor9861,donor9861_sample_787
4266,18,2323,CX,CA4,"CA4 field, right",40614,64,105,107,30,-32.7,-8.2,donor9861,donor9861_sample_788
4267,18,2331,CX,DG,"dentate gyrus, right",40613,65,105,107,29,-32.7,-8.2,donor9861,donor9861_sample_789
4285,18,2363,CX,TCd,"tail of caudate nucleus, right",64895,60,102,104,34.4,-28.6,-5.5,donor9861,donor9861_sample_790
4267,20,2346,CX,DG,"dentate gyrus, right",38726,67,101,111,26.8,-35.8,-3.2,donor9861,donor9861_sample_791
4464,20,2385,CX,DTLd,"lateral group of nuclei, right, dorsal division",67276,81,92,111,12.1,-33.6,6.1,donor9861,donor9861_sample_792
4263,20,2314,CX,CA1,"CA1 field, right",38730,63,104,111,31,-36.5,-6.3,donor9861,donor9861_sample_793
4263,18,2394,CX,CA1,"CA1 field, right",64892,67,112,106,26.8,-33.7,-15.9,donor9861,donor9861_sample_794
4323,16,2371,CX,Cl,"claustrum, right",39655,65,89,93,29.5,-13.5,6.1,donor9861,donor9861_sample_795
4472,18,2361,CX,DTLv,"lateral group of nuclei, right, ventral division",41647,76,93,104,17.5,-26.4,3.8,donor9861,donor9861_sample_796
4260,17,2305,CX,S,"subiculum, right",41146,70,105,105,23.8,-30.7,-8.7,donor9861,donor9861_sample_797
4263,17,2313,CX,CA1,"CA1 field, right",41145,61,107,106,33.2,-32.1,-10.5,donor9861,donor9861_sample_798
4265,17,2329,CX,CA3,"CA3 field, right",41143,64,103,106,30.1,-31,-6.3,donor9861,donor9861_sample_799
4285,17,2353,CX,TCd,"tail of caudate nucleus, right",41149,60,101,105,34.3,-29.3,-4.2,donor9861,donor9861_sample_800
4495,18,2339,CX,LGd,"dorsal lateral geniculate nucleus, right",40615,73,101,103,20.7,-27.6,-4.9,donor9861,donor9861_sample_801
4322,13,2370,CX,Cl,"claustrum, left",33431,122,94,69,-30.1,8.8,-5.1,donor9861,donor9861_sample_802
4322,16,2379,CX,Cl,"claustrum, left",40076,123,87,91,-31.7,-12.3,6.7,donor9861,donor9861_sample_803
4260,20,2393,CX,S,"subiculum, right",38731,73,103,111,20.4,-36.5,-5.5,donor9861,donor9861_sample_804
4263,20,2306,CX,CA1,"CA1 field, right",38730,62,104,111,32,-36.5,-6.3,donor9861,donor9861_sample_805
4265,20,2330,CX,CA3,"CA3 field, right",38728,66,100,111,27.9,-35.5,-2.1,donor9861,donor9861_sample_806
4266,20,2338,CX,CA4,"CA4 field, right",38727,66,101,111,27.8,-35.8,-3.2,donor9861,donor9861_sample_807
4288,13,1233,CX,Pu,"putamen, left",73305,113,91,69,-20.6,9.9,-1.7,donor9861,donor9861_sample_880
4291,13,1241,CX,Acb,"nucleus accumbens, left",73303,100,96,70,-6.9,7.7,-6.5,donor9861,donor9861_sample_881
4280,11,1193,CX,HCd,"head of caudate nucleus, left",41619,107,87,62,-14,18.5,1.4,donor9861,donor9861_sample_889
4288,11,1201,CX,Pu,"putamen, left",41620,115,93,62,-22.5,16.6,-5.2,donor9861,donor9861_sample_890
4284,11,1177,CX,HCd,"head of caudate nucleus, right",41607,80,85,62,14.5,19.7,4.1,donor9861,donor9861_sample_891
4289,11,1185,CX,Pu,"putamen, right",41606,75,91,61,19.8,19.2,-2.4,donor9861,donor9861_sample_892
4284,13,1209,CX,HCd,"head of caudate nucleus, right",41669,80,78,71,14.3,12.3,13.3,donor9861,donor9861_sample_920
4282,19,1234,CX,BCd,"body of caudate nucleus, left",73376,110,74,104,-18.2,-21.9,23.4,donor9861,donor9861_sample_921
4286,19,1226,CX,BCd,"body of caudate nucleus, right",73256,76,77,108,17.5,-26.1,21.7,donor9861,donor9861_sample_922
4292,13,1154,CX,Acb,"nucleus accumbens, right",81073,83,96,70,11,8.2,-6.2,donor9861,donor9861_sample_925
4284,15,1162,CX,HCd,"head of caudate nucleus, right",41739,80,74,87,13.9,-3.4,20.7,donor9861,donor9861_sample_928
4289,15,1170,CX,Pu,"putamen, right",41738,68,87,86,26.5,-5.7,6.9,donor9861,donor9861_sample_929
4298,15,1178,CX,GPe,"globus pallidus, external segment, right",41737,74,88,87,20.1,-7.2,5.9,donor9861,donor9861_sample_930
4288,15,1218,CX,Pu,"putamen, left",49142,113,86,85,-21,-5.5,6.8,donor9861,donor9861_sample_931
4288,17,1171,CX,Pu,"putamen, left",41673,120,87,95,-28.6,-16.4,7.5,donor9861,donor9861_sample_932
4280,15,1210,CX,HCd,"head of caudate nucleus, left",38539,98,84,86,-5.1,-5.6,9.4,donor9861,donor9861_sample_933
4295,15,1202,CX,GPe,"globus pallidus, external segment, left",38537,103,92,85,-10.5,-6.9,0.6,donor9861,donor9861_sample_934
4296,15,1194,CX,GPi,"globus pallidus, internal segment, left",38538,104,95,85,-11.5,-7.8,-2.6,donor9861,donor9861_sample_935
4299,15,1186,CX,GPi,"globus pallidus, internal segment, right",38542,80,89,87,13.8,-7.6,4.7,donor9861,donor9861_sample_936
4286,17,1163,CX,BCd,"body of caudate nucleus, right",692918,78,73,98,15.7,-14.6,24,donor9861,donor9861_sample_937
4289,17,1242,CX,Pu,"putamen, right",41677,67,88,98,27.2,-18.5,8.2,donor9861,donor9861_sample_940
4322,10,5705,CX,Cl,"claustrum, left",978619,120,91,71,-29.2,5.8,-2.6,donor10021,donor10021_sample_1
4291,10,5713,CX,Acb,"nucleus accumbens, left",998603,103,96,71,-10.1,5.9,-8.4,donor10021,donor10021_sample_2
4292,10,5721,CX,Acb,"nucleus accumbens, right",998604,86,95,69,8.9,8.5,-7.4,donor10021,donor10021_sample_3
4292,11,5729,CX,Acb,"nucleus accumbens, right",999200,87,95,76,7.9,0.8,-6.7,donor10021,donor10021_sample_4
4314,11,5737,CX,SI,"substantia innominata, right",992030,79,97,76,16.9,0.9,-9.1,donor10021,donor10021_sample_5
4323,11,5745,CX,Cl,"claustrum, right",992127,61,86,78,37,-0.5,4.1,donor10021,donor10021_sample_6
4298,11,5753,CX,GPe,"globus pallidus, external segment, right",991186,82,89,75,13.4,2.2,0.2,donor10021,donor10021_sample_7
4382,11,5666,CX,LA,"lateral nucleus, right",992123,72,108,75,24.8,1.7,-22.1,donor10021,donor10021_sample_8
4335,11,5674,CX,ATZ,"amygdalohippocampal transition zone, right",992126,77,102,76,19.2,0.7,-14.9,donor10021,donor10021_sample_9
4346,11,5682,CX,BLA,"basolateral nucleus, right",992121,78,108,75,18.1,1.6,-22.1,donor10021,donor10021_sample_10
4355,11,5690,CX,BMA,"basomedial nucleus, right",992122,76,106,75,20.3,1.7,-19.8,donor10021,donor10021_sample_11
4307,11,5698,CX,SI,"substantia innominata, left",990119,102,97,75,-8.9,1.5,-9.2,donor10021,donor10021_sample_12
4301,11,5706,CX,SptN,"septal nuclei, left",990118,93,85,74,1,3.3,4.8,donor10021,donor10021_sample_13
4304,11,5714,CX,SptN,"septal nuclei, right",1000027,92,83,73,2.1,4.5,7.1,donor10021,donor10021_sample_14
4295,11,5730,CX,GPe,"globus pallidus, external segment, left",991153,105,91,74,-12.3,2.8,-2.2,donor10021,donor10021_sample_15
4322,11,5738,CX,Cl,"claustrum, left",987617,124,88,78,-33.6,-1.8,1.7,donor10021,donor10021_sample_16
4323,13,5667,CX,Cl,"claustrum, right",997156,67,84,94,30.4,-18,8,donor10021,donor10021_sample_17
4322,13,5675,CX,Cl,"claustrum, left",997493,122,88,92,-31.2,-17,3,donor10021,donor10021_sample_18
4301,12,5683,CX,SptN,"septal nuclei, left",996326,95,74,82,-1.2,-5.1,18.6,donor10021,donor10021_sample_19
4263,17,5707,CX,CA1,"CA1 field, right",1001646,77,89,116,19.5,-42.4,4.3,donor10021,donor10021_sample_20
4264,17,5715,CX,CA2,"CA2 field, right",1001641,75,86,115,21.7,-41.2,7.7,donor10021,donor10021_sample_21
4265,17,5723,CX,CA3,"CA3 field, right",1001496,76,86,115,20.6,-41.2,7.7,donor10021,donor10021_sample_22
4266,17,5731,CX,CA4,"CA4 field, right",1001475,76,87,115,20.6,-41.2,6.6,donor10021,donor10021_sample_23
4267,17,5739,CX,DG,"dentate gyrus, right",998739,75,87,115,21.8,-41.2,6.6,donor10021,donor10021_sample_24
4286,17,5747,CX,BCd,"body of caudate nucleus, right",1001647,75,80,113,21.7,-38.7,14.6,donor10021,donor10021_sample_25
4292,9,5665,CX,Acb,"nucleus accumbens, right",979628,83,92,58,12.1,20.6,-5,donor10021,donor10021_sample_26
4323,9,5673,CX,Cl,"claustrum, right",978486,71,90,59,25.6,19.8,-2.5,donor10021,donor10021_sample_27
4322,9,5689,CX,Cl,"claustrum, left",977015,116,94,57,-24.9,21,-7.5,donor10021,donor10021_sample_28
4291,9,5681,CX,Acb,"nucleus accumbens, left",978309,105,94,58,-12.5,20.1,-7.4,donor10021,donor10021_sample_29
4323,10,5697,CX,Cl,"claustrum, right",978365,68,94,69,29.1,8.8,-6.2,donor10021,donor10021_sample_30
4251,17,5755,CX,S,"subiculum, left",1002563,108,85,113,-15.3,-39.6,8.7,donor10021,donor10021_sample_31
4254,17,5668,CX,CA1,"CA1 field, left",1002584,111,82,114,-18.6,-40.6,12.3,donor10021,donor10021_sample_32
4255,17,5676,CX,CA2,"CA2 field, left",1002583,111,79,112,-18.7,-38.3,15.6,donor10021,donor10021_sample_33
4256,17,5684,CX,CA3,"CA3 field, left",1002649,108,77,110,-15.4,-36,17.8,donor10021,donor10021_sample_34
4257,17,5692,CX,CA4,"CA4 field, left",1002282,107,77,110,-14.3,-36,17.8,donor10021,donor10021_sample_35
4258,17,5700,CX,DG,"dentate gyrus, left",998938,109,77,110,-16.5,-36,17.8,donor10021,donor10021_sample_36
4282,17,5708,CX,BCd,"body of caudate nucleus, left",1002812,116,80,116,-24.2,-42.8,14.8,donor10021,donor10021_sample_37
4289,10,4557,CX,Pu,"putamen, right",978378,74,87,69,22.3,9,2,donor10021,donor10021_sample_38
4284,10,4549,CX,HCd,"head of caudate nucleus, right",978418,81,77,69,14.4,9.3,13.8,donor10021,donor10021_sample_80
4280,9,4518,CX,HCd,"head of caudate nucleus, left",976995,105,86,59,-12.6,19.4,2.2,donor10021,donor10021_sample_101
4288,9,4526,CX,Pu,"putamen, left",976993,113,89,58,-21.5,20.2,-1.5,donor10021,donor10021_sample_102
4289,9,4605,CX,Pu,"putamen, right",991070,76,89,58,19.9,20.9,-1.4,donor10021,donor10021_sample_106
4395,16,7461,CX,DTA,"anterior group of nuclei, left",1046125,101,75,99,-7.7,-23.8,19.1,donor10021,donor10021_sample_126
4280,10,4937,CX,HCd,"head of caudate nucleus, left",998631,102,80,71,-9.1,6.6,10.4,donor10021,donor10021_sample_297
4288,10,4945,CX,Pu,"putamen, left",998632,110,90,71,-18,6,-1.4,donor10021,donor10021_sample_298
4289,13,4922,CX,Pu,"putamen, right",998104,72,83,93,24.8,-17,9.1,donor10021,donor10021_sample_300
4298,13,4930,CX,GPe,"globus pallidus, external segment, right",999888,74,87,93,22.6,-17.2,4.4,donor10021,donor10021_sample_301
4288,13,4938,CX,Pu,"putamen, left",998109,117,84,93,-25.6,-17.9,7.9,donor10021,donor10021_sample_302
4295,13,4946,CX,GPe,"globus pallidus, external segment, left",998110,113,85,93,-21.1,-17.8,6.7,donor10021,donor10021_sample_303
4295,13,4954,CX,GPe,"globus pallidus, external segment, left",999945,112,85,93,-20,-17.8,6.7,donor10021,donor10021_sample_304
4282,13,4962,CX,BCd,"body of caudate nucleus, left",998200,104,69,88,-11.3,-11.6,25,donor10021,donor10021_sample_305
4286,13,4970,CX,BCd,"body of caudate nucleus, right",998375,79,71,86,16.8,-9,22.5,donor10021,donor10021_sample_306
4284,11,4953,CX,HCd,"head of caudate nucleus, right",1000256,85,79,73,9.9,4.7,11.8,donor10021,donor10021_sample_307
4289,11,4961,CX,Pu,"putamen, right",1000257,71,86,76,25.7,1.5,3.9,donor10021,donor10021_sample_308
4280,11,4969,CX,HCd,"head of caudate nucleus, left",990123,104,78,73,-11.4,4.4,12.9,donor10021,donor10021_sample_312
4288,11,4977,CX,Pu,"putamen, left",990124,114,88,75,-22.4,1.7,1.4,donor10021,donor10021_sample_313
4291,11,4985,CX,Acb,"nucleus accumbens, left",990122,100,92,75,-6.7,1.8,-3.3,donor10021,donor10021_sample_314
4329,11,4898,CX,ATZ,"amygdalohippocampal transition zone, left",991129,107,103,75,-14.5,1.2,-16.3,donor10021,donor10021_sample_315
4288,11,4906,CX,Pu,"putamen, left",987618,120,84,78,-29.2,-1.6,6.4,donor10021,donor10021_sample_317
4286,14,5225,CX,BCd,"body of caudate nucleus, right",1020986,74,65,87,22.3,-9.8,29.7,donor10021,donor10021_sample_364
4289,14,5233,CX,Pu,"putamen, right",1012768,67,86,93,30.4,-17,5.6,donor10021,donor10021_sample_365
4417,14,5266,CX,DTLv,"lateral group of nuclei, left, ventral division",1032704,102,81,95,-8.8,-19.7,11.6,donor10021,donor10021_sample_372
4472,14,5250,CX,DTLv,"lateral group of nuclei, right, ventral division",1029317,78,84,89,18,-12.8,7.5,donor10021,donor10021_sample_373
4472,14,5258,CX,DTLv,"lateral group of nuclei, right, ventral division",1029329,77,84,89,19.2,-12.8,7.5,donor10021,donor10021_sample_374
4288,14,5257,CX,Pu,"putamen, left",1015792,121,88,99,-30,-24.7,3.7,donor10021,donor10021_sample_384
4624,12,7374,CX,SO,"supraoptic nucleus, right",1003203,86,92,86,9.1,-10,-2.2,donor10021,donor10021_sample_458
9054,14,5899,CX,RN,"red nucleus, left",1027922,102,94,101,-8.6,-26.7,-3.1,donor10021,donor10021_sample_510
4400,14,5891,CX,DTM,"medial group of nuclei, left",1032328,95,80,94,-1,-18.4,12.7,donor10021,donor10021_sample_511
4518,14,5875,CX,Sb,"subthalamic nucleus, left",1027923,107,91,100,-14.3,-25.6,0.3,donor10021,donor10021_sample_512
4506,14,5859,CX,R,"reticular nucleus of thalamus, left",1027909,103,73,91,-10.1,-15,20.6,donor10021,donor10021_sample_513
4432,14,5946,CX,ILr,"rostral group of intralaminar nuclei, left",1027907,97,83,95,-3.2,-19.6,9.3,donor10021,donor10021_sample_514
4395,14,5930,CX,DTA,"anterior group of nuclei, left",1027817,96,75,91,-2.2,-14.9,18.3,donor10021,donor10021_sample_515
4280,14,5922,CX,HCd,"head of caudate nucleus, left",1027943,101,72,90,-7.8,-13.8,21.7,donor10021,donor10021_sample_516
4492,14,5914,CX,ILc,"caudal group of intralaminar nuclei, right",1026792,83,92,90,12.5,-14.3,-1.8,donor10021,donor10021_sample_517
9057,14,5906,CX,RN,"red nucleus, right",1024745,81,96,91,14.8,-15.5,-6.4,donor10021,donor10021_sample_518
4450,14,5898,CX,DTA,"anterior group of nuclei, right",1029381,83,75,85,12.3,-8.2,17.7,donor10021,donor10021_sample_519
9078,14,5890,CX,SNR,"substantia nigra, pars reticulata, right",1023179,77,101,93,19.4,-17.8,-12.1,donor10021,donor10021_sample_520
4512,14,5858,CX,R,"reticular nucleus of thalamus, right",1023214,73,93,92,23.8,-16.3,-2.8,donor10021,donor10021_sample_521
4487,14,5945,CX,ILr,"rostral group of intralaminar nuclei, right",1024741,84,85,88,11.3,-11.8,6.2,donor10021,donor10021_sample_522
4450,14,5929,CX,DTA,"anterior group of nuclei, right",1006552,82,75,85,13.4,-8.1,17.7,donor10021,donor10021_sample_523
4342,13,5913,CX,BLA,"basolateral nucleus, left",1025857,119,98,92,-27.7,-17.4,-8.7,donor10021,donor10021_sample_524
4258,13,5905,CX,DG,"dentate gyrus, left",1027911,119,104,92,-27.7,-17.6,-15.8,donor10021,donor10021_sample_525
4257,13,5897,CX,CA4,"CA4 field, left",1029991,118,104,92,-26.6,-17.6,-15.8,donor10021,donor10021_sample_526
4255,13,5889,CX,CA2,"CA2 field, left",1027904,117,100,92,-25.5,-17.4,-11.1,donor10021,donor10021_sample_527
4254,13,5881,CX,CA1,"CA1 field, left",1027902,122,106,91,-31,-16.7,-18.2,donor10021,donor10021_sample_528
4251,13,5873,CX,S,"subiculum, left",1027901,114,109,91,-22,-16.6,-21.8,donor10021,donor10021_sample_529
4440,15,5844,CX,LGd,"dorsal lateral geniculate nucleus, left",1013101,120,93,107,-28.7,-33.6,-1.4,donor10021,donor10021_sample_530
4281,15,5836,CX,TCd,"tail of caudate nucleus, left",1013102,127,95,108,-36.5,-34.9,-3.6,donor10021,donor10021_sample_531
4258,15,5828,CX,DG,"dentate gyrus, left",1013074,117,97,108,-25.3,-34.7,-6,donor10021,donor10021_sample_532
4257,15,5820,CX,CA4,"CA4 field, left",1013076,116,97,108,-24.2,-34.7,-6,donor10021,donor10021_sample_533
4256,15,5812,CX,CA3,"CA3 field, left",1013075,118,97,108,-26.4,-34.8,-6,donor10021,donor10021_sample_534
4254,15,5796,CX,CA1,"CA1 field, left",1013078,119,99,108,-27.5,-34.9,-8.3,donor10021,donor10021_sample_535
4251,15,5788,CX,S,"subiculum, left",1013079,111,98,108,-18.6,-34.7,-7.1,donor10021,donor10021_sample_536
4483,15,5865,CX,DTP,"posterior group of nuclei, right",1021056,74,93,103,22.8,-28.3,-1.7,donor10021,donor10021_sample_537
4495,15,5780,CX,LGd,"dorsal lateral geniculate nucleus, right",1025432,72,95,104,25.1,-29.5,-3.9,donor10021,donor10021_sample_538
4263,15,5772,CX,CA1,"CA1 field, right",1025433,73,100,105,24,-30.8,-9.7,donor10021,donor10021_sample_539
9078,15,5764,CX,SNR,"substantia nigra, pars reticulata, right",1022195,84,95,104,11.6,-29.7,-4,donor10021,donor10021_sample_540
9077,15,5851,CX,SNC,"substantia nigra, pars compacta, right",1022351,85,95,104,10.5,-29.7,-4,donor10021,donor10021_sample_541
9057,15,5843,CX,RN,"red nucleus, right",1022103,87,91,102,8.2,-27.4,0.5,donor10021,donor10021_sample_542
4495,15,5827,CX,LGd,"dorsal lateral geniculate nucleus, right",1011841,71,95,104,26.2,-29.4,-3.9,donor10021,donor10021_sample_543
4285,15,5819,CX,TCd,"tail of caudate nucleus, right",1011835,62,99,105,36.3,-30.5,-8.5,donor10021,donor10021_sample_544
4267,15,5811,CX,DG,"dentate gyrus, right",1011787,75,97,105,21.7,-30.7,-6.2,donor10021,donor10021_sample_545
4266,15,5803,CX,CA4,"CA4 field, right",1011834,74,98,105,22.9,-30.7,-7.4,donor10021,donor10021_sample_546
4265,15,5795,CX,CA3,"CA3 field, right",1011789,72,98,105,25.1,-30.7,-7.4,donor10021,donor10021_sample_547
4264,15,5857,CX,CA2,"CA2 field, right",1011790,69,98,105,28.5,-30.6,-7.4,donor10021,donor10021_sample_548
4263,15,5787,CX,CA1,"CA1 field, right",1011791,74,100,105,22.9,-30.8,-9.7,donor10021,donor10021_sample_549
4260,15,5779,CX,S,"subiculum, right",1011792,81,99,105,15,-30.9,-8.6,donor10021,donor10021_sample_550
4379,12,5771,CX,LA,"lateral nucleus, left",1004330,117,107,86,-25.5,-11.1,-19.9,donor10021,donor10021_sample_551
4367,12,5763,CX,COMA,"cortico-medial group, left",1004329,106,102,86,-13.2,-10.7,-14,donor10021,donor10021_sample_552
4351,12,5850,CX,BMA,"basomedial nucleus, left",1004328,110,103,86,-17.7,-10.9,-15.2,donor10021,donor10021_sample_553
4295,14,5826,CX,GPe,"globus pallidus, external segment, left",1020997,119,90,99,-27.7,-24.7,1.4,donor10021,donor10021_sample_554
4323,14,5818,CX,Cl,"claustrum, right",1012531,65,84,94,32.7,-18,8,donor10021,donor10021_sample_555
4299,14,5810,CX,GPi,"globus pallidus, internal segment, right",1020982,71,90,92,26,-16.1,0.8,donor10021,donor10021_sample_556
4298,14,5802,CX,GPe,"globus pallidus, external segment, right",1020987,69,91,93,28.2,-17.2,-0.3,donor10021,donor10021_sample_557
4258,14,5786,CX,DG,"dentate gyrus, left",1007812,119,98,102,-27.6,-28.3,-7.7,donor10021,donor10021_sample_558
4254,14,5849,CX,CA1,"CA1 field, left",1007815,122,99,102,-31,-28.4,-8.9,donor10021,donor10021_sample_559
4251,14,5841,CX,S,"subiculum, left",1007816,114,99,103,-22,-29.3,-8.8,donor10021,donor10021_sample_560
4285,14,5833,CX,TCd,"tail of caudate nucleus, right",1009753,62,104,94,36.2,-18.7,-15.5,donor10021,donor10021_sample_561
4267,14,5825,CX,DG,"dentate gyrus, right",1009274,69,106,94,28.4,-18.9,-17.9,donor10021,donor10021_sample_562
4266,14,5817,CX,CA4,"CA4 field, right",1009275,68,106,94,29.5,-18.9,-17.9,donor10021,donor10021_sample_563
4265,14,5809,CX,CA3,"CA3 field, right",1009273,67,106,94,30.6,-18.9,-17.9,donor10021,donor10021_sample_564
4264,14,5801,CX,CA2,"CA2 field, right",1009276,65,105,94,32.9,-18.8,-16.7,donor10021,donor10021_sample_565
4263,14,5793,CX,CA1,"CA1 field, right",1009277,65,107,94,32.9,-18.9,-19,donor10021,donor10021_sample_566
4260,14,5785,CX,S,"subiculum, right",1009278,73,108,94,23.9,-19.1,-20.2,donor10021,donor10021_sample_567
4322,12,5769,CX,Cl,"claustrum, left",994827,122,90,91,-31.2,-16,0.6,donor10021,donor10021_sample_568
4284,10,5089,CX,HCd,"head of caudate nucleus, right",978418,80,77,69,15.5,9.3,13.8,donor10021,donor10021_sample_569
4288,11,4914,CX,Pu,"putamen, left",992170,119,84,78,-28.1,-1.5,6.4,donor10021,donor10021_sample_575
4288,12,5121,CX,Pu,"putamen, left",994822,115,83,90,-23.4,-14.5,8.7,donor10021,donor10021_sample_597
4295,12,5129,CX,GPe,"globus pallidus, external segment, left",994820,109,87,87,-16.7,-11.3,3.7,donor10021,donor10021_sample_598
4296,12,5137,CX,GPi,"globus pallidus, internal segment, left",994815,106,89,86,-13.3,-10.2,1.3,donor10021,donor10021_sample_599
4322,14,5834,CX,Cl,"claustrum, left",1015767,122,84,98,-31.2,-23.4,8.3,donor10021,donor10021_sample_646
4342,12,5842,CX,BLA,"basolateral nucleus, left",1004527,112,105,86,-19.9,-11,-17.5,donor10021,donor10021_sample_647
4267,13,7065,CX,DG,"dentate gyrus, right",1025587,71,106,91,26.1,-15.7,-18.2,donor10021,donor10021_sample_648
4513,15,5835,CX,ZI,"zona incerta, right",1021042,82,93,103,13.8,-28.5,-1.7,donor10021,donor10021_sample_649
4351,13,5921,CX,BMA,"basomedial nucleus, left",1025854,117,96,93,-25.5,-18.3,-6.3,donor10021,donor10021_sample_650
4455,14,5937,CX,DTM,"medial group of nuclei, right",1024740,85,82,87,10.1,-10.6,9.7,donor10021,donor10021_sample_651
4519,14,5874,CX,Sb,"subthalamic nucleus, right",1006537,76,98,92,20.4,-16.6,-8.7,donor10021,donor10021_sample_652
4400,14,5938,CX,DTM,"medial group of nuclei, left",1027906,94,80,94,0.1,-18.4,12.7,donor10021,donor10021_sample_653
4265,16,7376,CX,CA3,"CA3 field, right",1032337,80,99,108,16.2,-34.1,-8.3,donor10021,donor10021_sample_730
4266,16,7384,CX,CA4,"CA4 field, right",1032338,81,100,108,15.1,-34.2,-9.4,donor10021,donor10021_sample_731
4285,16,7305,CX,TCd,"tail of caudate nucleus, right",1042435,62,96,109,36.3,-34.8,-4.6,donor10021,donor10021_sample_732
4286,16,7313,CX,BCd,"body of caudate nucleus, right",1042479,76,76,101,20.4,-25.5,18.1,donor10021,donor10021_sample_733
4644,12,7335,CX,ARH,"arcuate nucleus of the hypothalamus, left",1036733,99,98,85,-5.4,-9.4,-9.4,donor10021,donor10021_sample_734
4659,12,7343,CX,ARH,"arcuate nucleus of the hypothalamus, right",1036734,89,98,89,5.8,-13.5,-9,donor10021,donor10021_sample_735
4256,16,7421,CX,CA3,"CA3 field, left",1025259,116,95,111,-24.2,-37.9,-3.3,donor10021,donor10021_sample_736
4417,16,7477,CX,DTLv,"lateral group of nuclei, left, ventral division",1047902,109,76,102,-16.6,-27.2,18.2,donor10021,donor10021_sample_737
4335,12,7366,CX,ATZ,"amygdalohippocampal transition zone, right",1009684,85,103,89,10.4,-13.7,-14.9,donor10021,donor10021_sample_738
4573,12,7382,CX,PVH,"paraventricular nucleus of the hypothalamus, left",1036730,95,89,84,-1,-7.8,1.1,donor10021,donor10021_sample_739
4604,12,7390,CX,PVH,"paraventricular nucleus of the hypothalamus, right",1036736,92,88,83,2.3,-6.7,2.2,donor10021,donor10021_sample_740
4596,12,7303,CX,LHA,"lateral hypothalamic area, anterior region, left",1036731,99,92,85,-5.5,-9.1,-2.3,donor10021,donor10021_sample_741
4627,12,7311,CX,LHA,"lateral hypothalamic area, anterior region, right",1036737,89,90,85,5.7,-8.9,0,donor10021,donor10021_sample_742
4598,12,7319,CX,AHA,"anterior hypothalamic area, left",1045386,98,93,85,-4.3,-9.1,-3.5,donor10021,donor10021_sample_743
4629,12,7327,CX,AHA,"anterior hypothalamic area, right",1045385,91,92,87,3.5,-11.2,-2.1,donor10021,donor10021_sample_744
4637,12,7359,CX,VMH,"ventromedial hypothalamic nucleus, left",1036732,99,96,85,-5.4,-9.3,-7,donor10021,donor10021_sample_745
4652,12,7367,CX,VMH,"ventromedial hypothalamic nucleus, right",1036735,90,95,89,4.7,-13.4,-5.4,donor10021,donor10021_sample_746
4382,12,7334,CX,LA,"lateral nucleus, right",1009486,69,110,86,28.3,-10.4,-23.4,donor10021,donor10021_sample_747
4542,12,7342,CX,PrOR,"preoptic region, left",1036729,96,87,84,-2.2,-7.8,3.5,donor10021,donor10021_sample_748
4556,12,7350,CX,PrOR,"preoptic region, right",1009485,90,87,82,4.5,-5.5,3.3,donor10021,donor10021_sample_749
4593,12,7358,CX,SO,"supraoptic nucleus, left",1009711,102,96,85,-8.8,-9.3,-7,donor10021,donor10021_sample_750
4464,16,7501,CX,DTLd,"lateral group of nuclei, right, dorsal division",1042460,76,88,105,20.5,-30.3,4.4,donor10021,donor10021_sample_751
4260,16,7352,CX,S,"subiculum, right",1028034,81,103,109,15.1,-35.4,-12.9,donor10021,donor10021_sample_752
4263,16,7360,CX,CA1,"CA1 field, right",1032341,77,101,109,19.6,-35.2,-10.5,donor10021,donor10021_sample_753
4264,16,7368,CX,CA2,"CA2 field, right",1032306,76,98,108,20.7,-34,-7.1,donor10021,donor10021_sample_754
4506,16,7398,CX,R,"reticular nucleus of thalamus, left",1026445,114,79,106,-22.1,-31.8,15,donor10021,donor10021_sample_755
4286,15,7301,CX,BCd,"body of caudate nucleus, right",1033339,75,73,96,21.4,-19.9,21.1,donor10021,donor10021_sample_758
4450,15,7309,CX,DTA,"anterior group of nuclei, right",1033338,87,75,94,7.9,-18,18.6,donor10021,donor10021_sample_759
4455,15,7317,CX,DTM,"medial group of nuclei, right",1033336,87,82,97,8,-21.6,10.6,donor10021,donor10021_sample_760
4487,15,7325,CX,ILr,"rostral group of intralaminar nuclei, right",1033337,82,78,96,13.6,-20.2,15.3,donor10021,donor10021_sample_761
4492,15,7333,CX,ILc,"caudal group of intralaminar nuclei, right",1033335,84,87,100,11.5,-25,5.1,donor10021,donor10021_sample_762
4512,15,7341,CX,R,"reticular nucleus of thalamus, right",1033389,73,83,99,23.8,-23.5,9.7,donor10021,donor10021_sample_763
4455,15,7349,CX,DTM,"medial group of nuclei, right",1036746,86,82,97,9.2,-21.6,10.6,donor10021,donor10021_sample_764
4282,15,7375,CX,BCd,"body of caudate nucleus, left",1035181,114,64,98,-22.4,-22.5,31.9,donor10021,donor10021_sample_765
